Thining Part,Moment Direction,Thining Rate,Boundary Type,Inner Pressure,Moment,Multiplier
Intra,OP,60%,Elastic Shakedown,17.656,3.50E+07,0.616984037
Intra,OP,60%,Elastic Shakedown,15.449,5.25E+07,0.68433355
Intra,OP,60%,Elastic Shakedown,13.242,7.00E+07,0.758395588
Intra,OP,60%,Elastic Shakedown,11.035,8.75E+08,0.816127418
Intra,OP,60%,Elastic Shakedown,8.828,1.05E+08,0.784603251
Intra,OP,60%,Elastic Shakedown,6.621,1.23E+08,0.712290236
Intra,OP,60%,Elastic Shakedown,4.414,1.40E+08,0.641063773
Intra,OP,60%,Elastic Shakedown,2.207,1.58E+08,0.576832554
Intra,OP,60%,Elastic Shakedown,0,1.75E+08,0.520829796
Crown,IPO,20%,Limit Load,22.07,0.00E+00,0.717169326
Crown,IPO,20%,Limit Load,19.863,1.75E+07,0.856249808
Crown,IPO,20%,Limit Load,17.656,3.50E+07,0.963682386
Crown,IPO,20%,Limit Load,15.449,5.25E+07,0.968447497
Crown,IPO,20%,Limit Load,13.242,7.00E+07,0.918439784
Crown,IPO,20%,Limit Load,11.035,8.75E+08,0.842304982
Crown,IPO,20%,Limit Load,8.828,1.05E+08,0.749710789
Crown,IPO,20%,Limit Load,6.621,1.23E+08,0.65883972
Crown,IPO,20%,Limit Load,4.414,1.40E+08,0.577237809
Crown,IPO,20%,Limit Load,2.207,1.58E+08,0.507244791
Crown,IPO,20%,Limit Load,0,1.75E+08,0.44887008
Crown,IPO,20%,Elastic Shakedown,22.07,0.00E+00,0.717169326
Crown,IPO,20%,Elastic Shakedown,19.863,1.75E+07,0.778958696
Crown,IPO,20%,Elastic Shakedown,17.656,3.50E+07,0.830980097
Crown,IPO,20%,Elastic Shakedown,15.449,5.25E+07,0.850682207
Crown,IPO,20%,Elastic Shakedown,13.242,7.00E+07,0.825199062
Crown,IPO,20%,Elastic Shakedown,11.035,8.75E+08,0.652650821
Crown,IPO,20%,Elastic Shakedown,8.828,1.05E+08,0.543867528
Crown,IPO,20%,Elastic Shakedown,6.621,1.23E+08,0.466126024
Crown,IPO,20%,Elastic Shakedown,4.414,1.40E+08,0.407820574
Crown,IPO,20%,Elastic Shakedown,2.207,1.58E+08,0.362479467
Crown,IPO,20%,Elastic Shakedown,0,1.75E+08,0.326219794
Crown,IPO,40%,Limit Load,22.07,0.00E+00,0.663266399
Crown,IPO,40%,Limit Load,19.863,1.75E+07,0.778909973
Crown,IPO,40%,Limit Load,17.656,3.50E+07,0.876508329
Crown,IPO,40%,Limit Load,15.449,5.25E+07,0.900545476
Crown,IPO,40%,Limit Load,13.242,7.00E+07,0.858928952
Crown,IPO,40%,Limit Load,11.035,8.75E+08,0.790678723
Crown,IPO,40%,Limit Load,8.828,1.05E+08,0.70597444
Crown,IPO,40%,Limit Load,6.621,1.23E+08,0.621561087
Crown,IPO,40%,Limit Load,4.414,1.40E+08,0.54516353
Crown,IPO,40%,Limit Load,2.207,1.58E+08,0.479351425
Crown,IPO,40%,Limit Load,0,1.75E+08,0.424257266
Crown,IPO,40%,Elastic Shakedown,22.07,0.00E+00,0.663266399
Crown,IPO,40%,Elastic Shakedown,19.863,1.75E+07,0.709182585
Crown,IPO,40%,Elastic Shakedown,17.656,3.50E+07,0.741799912
Crown,IPO,40%,Elastic Shakedown,15.449,5.25E+07,0.75294753
Crown,IPO,40%,Elastic Shakedown,13.242,7.00E+07,0.712758826
Crown,IPO,40%,Elastic Shakedown,11.035,8.75E+08,0.571306259
Crown,IPO,40%,Elastic Shakedown,8.828,1.05E+08,0.476044941
Crown,IPO,40%,Elastic Shakedown,6.621,1.23E+08,0.407974684
Crown,IPO,40%,Elastic Shakedown,4.414,1.40E+08,0.356954788
Crown,IPO,40%,Elastic Shakedown,2.207,1.58E+08,0.317280587
Crown,IPO,40%,Elastic Shakedown,0,1.75E+08,0.285538377
Crown,IPO,60%,Limit Load,22.07,0.00E+00,0.521203421
Crown,IPO,60%,Limit Load,19.863,1.75E+07,0.580198961
Crown,IPO,60%,Limit Load,17.656,3.50E+07,0.65274613
Crown,IPO,60%,Limit Load,15.449,5.25E+07,0.740613302
Crown,IPO,60%,Limit Load,13.242,7.00E+07,0.777597869
Crown,IPO,60%,Limit Load,11.035,8.75E+08,0.733172206
Crown,IPO,60%,Limit Load,8.828,1.05E+08,0.65989555
Crown,IPO,60%,Limit Load,6.621,1.23E+08,0.583181508
Crown,IPO,60%,Limit Load,4.414,1.40E+08,0.512474617
Crown,IPO,60%,Limit Load,2.207,1.58E+08,0.451043928
Crown,IPO,60%,Limit Load,0,1.75E+08,0.399309478
Crown,IPO,60%,Elastic Shakedown,22.07,0.00E+00,0.521203421
Crown,IPO,60%,Elastic Shakedown,19.863,1.75E+07,0.547232305
Crown,IPO,60%,Elastic Shakedown,17.656,3.50E+07,0.5695517
Crown,IPO,60%,Elastic Shakedown,15.449,5.25E+07,0.587702422
Crown,IPO,60%,Elastic Shakedown,13.242,7.00E+07,0.597229332
Crown,IPO,60%,Elastic Shakedown,11.035,8.75E+08,0.488366363
Crown,IPO,60%,Elastic Shakedown,8.828,1.05E+08,0.406926479
Crown,IPO,60%,Elastic Shakedown,6.621,1.23E+08,0.348765075
Crown,IPO,60%,Elastic Shakedown,4.414,1.40E+08,0.305169018
Crown,IPO,60%,Elastic Shakedown,2.207,1.58E+08,0.27124072
Crown,IPO,60%,Elastic Shakedown,0,1.75E+08,0.244097315
Crown,IPC,20%,Limit Load,22.07,0.00E+00,0.718578141
Crown,IPC,20%,Limit Load,19.863,1.75E+07,0.725381367
Crown,IPC,20%,Limit Load,17.656,3.50E+07,0.723078356
Crown,IPC,20%,Limit Load,15.449,5.25E+07,0.710966891
Crown,IPC,20%,Limit Load,13.242,7.00E+07,0.687479267
Crown,IPC,20%,Limit Load,11.035,8.75E+08,0.653973037
Crown,IPC,20%,Limit Load,8.828,1.05E+08,0.614316176
Crown,IPC,20%,Limit Load,6.621,1.23E+08,0.572003077
Crown,IPC,20%,Limit Load,4.414,1.40E+08,0.528990057
Crown,IPC,20%,Limit Load,2.207,1.58E+08,0.487564554
Crown,IPC,20%,Limit Load,0,1.75E+08,0.449031929
Crown,IPC,20%,Elastic Shakedown,22.07,0.00E+00,0.718578141
Crown,IPC,20%,Elastic Shakedown,19.863,1.75E+07,0.718585473
Crown,IPC,20%,Elastic Shakedown,17.656,3.50E+07,0.712059154
Crown,IPC,20%,Elastic Shakedown,15.449,5.25E+07,0.699569495
Crown,IPC,20%,Elastic Shakedown,13.242,7.00E+07,0.679812613
Crown,IPC,20%,Elastic Shakedown,11.035,8.75E+08,0.650011296
Crown,IPC,20%,Elastic Shakedown,8.828,1.05E+08,0.543360356
Crown,IPC,20%,Elastic Shakedown,6.621,1.23E+08,0.466141219
Crown,IPC,20%,Elastic Shakedown,4.414,1.40E+08,0.40783108
Crown,IPC,20%,Elastic Shakedown,2.207,1.58E+08,0.362487609
Crown,IPC,20%,Elastic Shakedown,0,1.75E+08,0.326219827
Crown,IPC,40%,Limit Load,22.07,0.00E+00,0.665032404
Crown,IPC,40%,Limit Load,19.863,1.75E+07,0.675334157
Crown,IPC,40%,Limit Load,17.656,3.50E+07,0.675206945
Crown,IPC,40%,Limit Load,15.449,5.25E+07,0.665870659
Crown,IPC,40%,Limit Load,13.242,7.00E+07,0.645361428
Crown,IPC,40%,Limit Load,11.035,8.75E+08,0.615325302
Crown,IPC,40%,Limit Load,8.828,1.05E+08,0.579164419
Crown,IPC,40%,Limit Load,6.621,1.23E+08,0.539804799
Crown,IPC,40%,Limit Load,4.414,1.40E+08,0.499705369
Crown,IPC,40%,Limit Load,2.207,1.58E+08,0.460748584
Crown,IPC,40%,Limit Load,0,1.75E+08,0.424405702
Crown,IPC,40%,Elastic Shakedown,22.07,0.00E+00,0.665032404
Crown,IPC,40%,Elastic Shakedown,19.863,1.75E+07,0.665358626
Crown,IPC,40%,Elastic Shakedown,17.656,3.50E+07,0.661130263
Crown,IPC,40%,Elastic Shakedown,15.449,5.25E+07,0.651944545
Crown,IPC,40%,Elastic Shakedown,13.242,7.00E+07,0.636657397
Crown,IPC,40%,Elastic Shakedown,11.035,8.75E+08,0.570573635
Crown,IPC,40%,Elastic Shakedown,8.828,1.05E+08,0.476031605
Crown,IPC,40%,Elastic Shakedown,6.621,1.23E+08,0.407995152
Crown,IPC,40%,Elastic Shakedown,4.414,1.40E+08,0.356949641
Crown,IPC,40%,Elastic Shakedown,2.207,1.58E+08,0.317266124
Crown,IPC,40%,Elastic Shakedown,0,1.75E+08,0.285538384
Crown,IPC,60%,Limit Load,22.07,0.00E+00,0.521203431
Crown,IPC,60%,Limit Load,19.863,1.75E+07,0.57118109
Crown,IPC,60%,Limit Load,17.656,3.50E+07,0.603792768
Crown,IPC,60%,Limit Load,15.449,5.25E+07,0.610805093
Crown,IPC,60%,Limit Load,13.242,7.00E+07,0.598562383
Crown,IPC,60%,Limit Load,11.035,8.75E+08,0.574057138
Crown,IPC,60%,Limit Load,8.828,1.05E+08,0.542223651
Crown,IPC,60%,Limit Load,6.621,1.23E+08,0.506581612
Crown,IPC,60%,Limit Load,4.414,1.40E+08,0.469620871
Crown,IPC,60%,Limit Load,2.207,1.58E+08,0.433395851
Crown,IPC,60%,Limit Load,0,1.75E+08,0.399309473
Crown,IPC,60%,Elastic Shakedown,22.07,0.00E+00,0.521203431
Crown,IPC,60%,Elastic Shakedown,19.863,1.75E+07,0.544864344
Crown,IPC,60%,Elastic Shakedown,17.656,3.50E+07,0.563385878
Crown,IPC,60%,Elastic Shakedown,15.449,5.25E+07,0.572653848
Crown,IPC,60%,Elastic Shakedown,13.242,7.00E+07,0.570983465
Crown,IPC,60%,Elastic Shakedown,11.035,8.75E+08,0.488291372
Crown,IPC,60%,Elastic Shakedown,8.828,1.05E+08,0.406919198
Crown,IPC,60%,Elastic Shakedown,6.621,1.23E+08,0.348772389
Crown,IPC,60%,Elastic Shakedown,4.414,1.40E+08,0.305154955
Crown,IPC,60%,Elastic Shakedown,2.207,1.58E+08,0.271226668
Crown,IPC,60%,Elastic Shakedown,0,1.75E+08,0.2440973
Crown,OP,20%,Limit Load,22.07,0.00E+00,0.717169374
Crown,OP,20%,Limit Load,19.863,1.75E+07,0.786731753
Crown,OP,20%,Limit Load,17.656,3.50E+07,0.842657481
Crown,OP,20%,Limit Load,15.449,5.25E+07,0.870904339
Crown,OP,20%,Limit Load,13.242,7.00E+07,0.862025743
Crown,OP,20%,Limit Load,11.035,8.75E+08,0.818185198
Crown,OP,20%,Limit Load,8.828,1.05E+08,0.753759844
Crown,OP,20%,Limit Load,6.621,1.23E+08,0.682691136
Crown,OP,20%,Limit Load,4.414,1.40E+08,0.614384269
Crown,OP,20%,Limit Load,2.207,1.58E+08,0.552947282
Crown,OP,20%,Limit Load,0,1.75E+08,0.499224977
Crown,OP,20%,Elastic Shakedown,22.07,0.00E+00,0.717169374
Crown,OP,20%,Elastic Shakedown,19.863,1.75E+07,0.771840762
Crown,OP,20%,Elastic Shakedown,17.656,3.50E+07,0.817961664
Crown,OP,20%,Elastic Shakedown,15.449,5.25E+07,0.847701842
Crown,OP,20%,Elastic Shakedown,13.242,7.00E+07,0.849266886
Crown,OP,20%,Elastic Shakedown,11.035,8.75E+08,0.813076971
Crown,OP,20%,Elastic Shakedown,8.828,1.05E+08,0.750797816
Crown,OP,20%,Elastic Shakedown,6.621,1.23E+08,0.642752606
Crown,OP,20%,Elastic Shakedown,4.414,1.40E+08,0.564155449
Crown,OP,20%,Elastic Shakedown,2.207,1.58E+08,0.501628167
Crown,OP,20%,Elastic Shakedown,0,1.75E+08,0.451511007
Crown,OP,40%,Limit Load,22.07,0.00E+00,0.663266444
Crown,OP,40%,Limit Load,19.863,1.75E+07,0.727062403
Crown,OP,40%,Limit Load,17.656,3.50E+07,0.779033574
Crown,OP,40%,Limit Load,15.449,5.25E+07,0.808255938
Crown,OP,40%,Limit Load,13.242,7.00E+07,0.803879278
Crown,OP,40%,Limit Load,11.035,8.75E+08,0.76568531
Crown,OP,40%,Limit Load,8.828,1.05E+08,0.706453457
Crown,OP,40%,Limit Load,6.621,1.23E+08,0.640235441
Crown,OP,40%,Limit Load,4.414,1.40E+08,0.576313951
Crown,OP,40%,Limit Load,2.207,1.58E+08,0.518673209
Crown,OP,40%,Limit Load,0,1.75E+08,0.468257166
Crown,OP,40%,Elastic Shakedown,22.07,0.00E+00,0.663266444
Crown,OP,40%,Elastic Shakedown,19.863,1.75E+07,0.711568767
Crown,OP,40%,Elastic Shakedown,17.656,3.50E+07,0.75092416
Crown,OP,40%,Elastic Shakedown,15.449,5.25E+07,0.777264693
Crown,OP,40%,Elastic Shakedown,13.242,7.00E+07,0.782986892
Crown,OP,40%,Elastic Shakedown,11.035,8.75E+08,0.756264899
Crown,OP,40%,Elastic Shakedown,8.828,1.05E+08,0.658808064
Crown,OP,40%,Elastic Shakedown,6.621,1.23E+08,0.565599504
Crown,OP,40%,Elastic Shakedown,4.414,1.40E+08,0.49491873
Crown,OP,40%,Elastic Shakedown,2.207,1.58E+08,0.439945896
Crown,OP,40%,Elastic Shakedown,0,1.75E+08,0.395939736
Crown,OP,60%,Limit Load,22.07,0.00E+00,0.521203422
Crown,OP,60%,Limit Load,19.863,1.75E+07,0.578567743
Crown,OP,60%,Limit Load,17.656,3.50E+07,0.646297456
Crown,OP,60%,Limit Load,15.449,5.25E+07,0.705204536
Crown,OP,60%,Limit Load,13.242,7.00E+07,0.724315559
Crown,OP,60%,Limit Load,11.035,8.75E+08,0.702313349
Crown,OP,60%,Limit Load,8.828,1.05E+08,0.652972604
Crown,OP,60%,Limit Load,6.621,1.23E+08,0.59363359
Crown,OP,60%,Limit Load,4.414,1.40E+08,0.535019345
Crown,OP,60%,Limit Load,2.207,1.58E+08,0.481657852
Crown,OP,60%,Limit Load,0,1.75E+08,0.434863406
Crown,OP,60%,Elastic Shakedown,22.07,0.00E+00,0.521203422
Crown,OP,60%,Elastic Shakedown,19.863,1.75E+07,0.55756742
Crown,OP,60%,Elastic Shakedown,17.656,3.50E+07,0.592126454
Crown,OP,60%,Elastic Shakedown,15.449,5.25E+07,0.621317186
Crown,OP,60%,Elastic Shakedown,13.242,7.00E+07,0.635038857
Crown,OP,60%,Elastic Shakedown,11.035,8.75E+08,0.618433957
Crown,OP,60%,Elastic Shakedown,8.828,1.05E+08,0.539236887
Crown,OP,60%,Elastic Shakedown,6.621,1.23E+08,0.462692275
Crown,OP,60%,Elastic Shakedown,4.414,1.40E+08,0.404885704
Crown,OP,60%,Elastic Shakedown,2.207,1.58E+08,0.35991745
Crown,OP,60%,Elastic Shakedown,0,1.75E+08,0.323911392
